Salary,Season,Player,Link,Team Name
"$690,000",1992-93,Tim Hardaway,GSW,GoldenStateWarriors
"$606,000",1992-93,Tom Tolbert,GSW,GoldenStateWarriors
"$550,000",1992-93,Jeff Grayer,GSW,GoldenStateWarriors
"$550,000",1992-93,Latrell Sprewell,GSW,GoldenStateWarriors
"$500,000",1992-93,Byron Houston,GSW,GoldenStateWarriors
"$375,000",1992-93,Jud Buechler,GSW,GoldenStateWarriors
"$140,000",1992-93,Keith Jennings,GSW,GoldenStateWarriors
"$2,844,000",1991-92,Chris Mullin,GSW,GoldenStateWarriors
"$1,509,000",1991-92,Billy Owens,GSW,GoldenStateWarriors
"$1,333,000",1991-92,Alton Lister,GSW,GoldenStateWarriors
"$1,267,000",1991-92,Sarunas Marciulionis,GSW,GoldenStateWarriors
"$1,200,000",1991-92,Tyrone Hill,GSW,GoldenStateWarriors
"$936,000",1991-92,Jim Petersen,GSW,GoldenStateWarriors
"$750,000",1991-92,Victor Alexander,GSW,GoldenStateWarriors
"$700,000",1991-92,Chris Gatling,GSW,GoldenStateWarriors
"$640,000",1991-92,Tim Hardaway,GSW,GoldenStateWarriors
"$550,000",1991-92,Rod Higgins,GSW,GoldenStateWarriors
"$506,000",1991-92,Tom Tolbert,GSW,GoldenStateWarriors
"$135,000",1991-92,Vincent Askew,GSW,GoldenStateWarriors
"$130,000",1991-92,Mario Elie,GSW,GoldenStateWarriors
"$2,850,000",1990-91,Chris Mullin,GSW,GoldenStateWarriors
"$1,700,000",1990-91,Alton Lister,GSW,GoldenStateWarriors
"$1,270,000",1990-91,Sarunas Marciulionis,GSW,GoldenStateWarriors
"$1,235,000",1990-91,Jim Petersen,GSW,GoldenStateWarriors
"$1,000,000",1990-91,Tyrone Hill,GSW,GoldenStateWarriors
"$850,000",1990-91,Mitch Richmond,GSW,GoldenStateWarriors
"$505,000",1990-91,Les Jepsen,GSW,GoldenStateWarriors
"$500,000",1990-91,Tim Hardaway,GSW,GoldenStateWarriors
"$500,000",1990-91,Rod Higgins,GSW,GoldenStateWarriors
"$405,000",1990-91,Tom Tolbert,GSW,GoldenStateWarriors
"$185,000",1990-91,Kevin Pritchard,GSW,GoldenStateWarriors
"$100,000",1990-91,Paul Mokeski,GSW,GoldenStateWarriors
"$50,000",1990-91,Mario Elie,GSW,GoldenStateWarriors
"$1,960,000",1988-89,Ralph Sampson,GSW,GoldenStateWarriors
"$700,000",1988-89,Chris Mullin,GSW,GoldenStateWarriors
"$700,000",1988-89,Mitch Richmond,GSW,GoldenStateWarriors
"$625,000",1988-89,Larry Smith,GSW,GoldenStateWarriors
"$400,000",1988-89,Manute Bol,GSW,GoldenStateWarriors
"$400,000",1988-89,Terry Teagle,GSW,GoldenStateWarriors
"$350,000",1988-89,Rod Higgins,GSW,GoldenStateWarriors
"$303,000",1988-89,Tellis Frank,GSW,GoldenStateWarriors
"$225,000",1988-89,Otis Smith,GSW,GoldenStateWarriors
"$150,000",1988-89,Steve Alford,GSW,GoldenStateWarriors
"$100,000",1988-89,Winston Garland,GSW,GoldenStateWarriors
"$100,000",1988-89,John Starks,GSW,GoldenStateWarriors
"$1,735,000",1987-88,Ralph Sampson,GSW,GoldenStateWarriors
"$800,000",1987-88,Chris Mullin,GSW,GoldenStateWarriors
"$600,000",1987-88,Larry Smith,GSW,GoldenStateWarriors
"$400,000",1987-88,Jerome Whitehead,GSW,GoldenStateWarriors
"$353,000",1987-88,Tellis Frank,GSW,GoldenStateWarriors
"$350,000",1987-88,Terry Teagle,GSW,GoldenStateWarriors
"$180,000",1987-88,Steve Harris,GSW,GoldenStateWarriors
"$150,000",1987-88,Rod Higgins,GSW,GoldenStateWarriors
"$135,000",1987-88,Ben McDonald,GSW,GoldenStateWarriors
"$124,700",1987-88,Dave Feitl,GSW,GoldenStateWarriors
"$95,000",1987-88,Otis Smith,GSW,GoldenStateWarriors
"$75,000",1987-88,Winston Garland,GSW,GoldenStateWarriors
"$75,000",1987-88,Dave Hoppen,GSW,GoldenStateWarriors
"$75,000",1987-88,Tony White,GSW,GoldenStateWarriors
"$800,000",1985-86,Joe Barry Carroll,GSW,GoldenStateWarriors
"$545,000",1985-86,Purvis Short,GSW,GoldenStateWarriors
"$525,000",1985-86,Larry Smith,GSW,GoldenStateWarriors
"$520,833",1985-86,Greg Ballard,GSW,GoldenStateWarriors
"$500,000",1985-86,Chris Mullin,GSW,GoldenStateWarriors
"$405,000",1985-86,Jerome Whitehead,GSW,GoldenStateWarriors
"$250,000",1985-86,Sleepy Floyd,GSW,GoldenStateWarriors
"$200,000",1985-86,Lester Conner,GSW,GoldenStateWarriors
"$185,000",1985-86,Pete Verhoeven,GSW,GoldenStateWarriors
"$150,000",1985-86,Terry Teagle,GSW,GoldenStateWarriors
"$110,000",1985-86,Gary Plummer,GSW,GoldenStateWarriors
"$90,000",1985-86,Geoff Huston,GSW,GoldenStateWarriors
"$85,000",1985-86,Peter Thibeaux,GSW,GoldenStateWarriors
"$22,359,364",2015-16,Dwight Howard,HOU,HoustonRockets
"$15,756,438",2015-16,James Harden,HOU,HoustonRockets
"$12,404,495",2015-16,Ty Lawson,HOU,HoustonRockets
"$8,200,000",2015-16,Corey Brewer,HOU,HoustonRockets
"$8,193,030",2015-16,Trevor Ariza,HOU,HoustonRockets
"$6,500,000",2015-16,Patrick Beverley,HOU,HoustonRockets
"$3,333,333",2015-16,K.J. McDaniels,HOU,HoustonRockets
"$2,489,530",2015-16,Terrence Jones,HOU,HoustonRockets
"$2,288,205",2015-16,Donatas Motiejunas,HOU,HoustonRockets
"$1,646,400",2015-16,Sam Dekker,HOU,HoustonRockets
"$1,499,187",2015-16,Jason Terry,HOU,HoustonRockets
"$1,499,000",2015-16,Josh Smith,HOU,HoustonRockets
"$1,242,720",2015-16,Clint Capela,HOU,HoustonRockets
"$1,186,000",2015-16,Marcus Thornton,HOU,HoustonRockets
